"","Earnings"
"7121",24.061
"7122",18.263
"7123",25.525
"7124",19.742
"7125",22.367
"7126",21.627
"7127",23.707
"7128",23.082
"7129",23.834
"7130",25.302
"7131",25.974
"7132",25.191
"7133",25.743
"7134",19.482
"7135",21.861
"7136",24.693
"7137",24.888
"7138",21.185
"7139",25.562
"7140",23.464
"7141",24.285
"7142",25.038
"7143",22.947
"7144",20.833
"7145",17.191
"7146",20.107
"7147",18.705
"7148",26.407
"7149",20.006
"7150",21.122
"7151",22.8
"7152",21.085
"7153",17.576
"7154",17.645
"7155",24.927
"7156",20.692
"7157",19.69
"7158",18.853
"7159",17.339
"7160",18.352
"7161",20.523
"7162",25.749
"7163",20.608
"7164",27.349
"7165",22.139
"7166",26.701
"7167",25.522
"7168",17.639
"7169",23.529
"7170",24.838
"7171",26.252
"7172",24.828
"7173",26.91
"7174",24.679
"7175",25.605
"7176",17.278
"7177",23.096
"7178",26.94
"7179",26.786
"7180",26.673
"7181",19.965
"7182",21.379
"7183",26.114
"7184",21.166
"7185",26.014
"7186",19.885
"7187",20.383
"7188",26.27
"7189",19.369
"7190",23.543
"7191",17.391
"7192",24.524
"7193",21.975
"7194",24.306
"7195",22.51
"7196",23.896
"7197",18.102
"7198",22.134
"7199",22.447
"7200",25.769
"7201",26.1
"7202",27.128
"7203",26.941
"7204",20.243
"7205",18.351
"7206",27.325
"7207",26.773
"7208",22.124
"7209",23.046
"7210",24.55
"7211",17.239
"7212",19.5
"7213",22.514
"7214",18.587
"7215",24.193
"7216",20.538
"7217",20.276
"7218",17.394
"7219",19.898
"7220",25.763
"7221",27.391
"7222",18.736
"7223",20.67
"7224",27.21
"7225",23.586
"7226",20.248
"7227",26.823
"7228",23.648
"7229",26.993
"7230",24.227
"7231",21.405
"7232",22.138
"7233",23.936
"7234",17.337
"7235",25.859
"7236",19.175
"7237",21.264
"7238",19.198
"7239",23.024
"7240",21.971
"7241",20.796
"7242",18.864
"7243",20.164
"7244",19.859
"7245",17.169
"7246",17.524
"7247",23.615
"7248",25.116
"7249",25.109
"7250",27.063
"7251",17.401
"7252",20.51
"7253",27.39
"7254",18.131
"7255",25.904
"7256",25.878
"7257",24.929
"7258",21.607
"7259",26.862
"7260",23.633
"7261",24.94
"7262",20.457
"7263",24.083
"7264",23.689
"7265",23.444
"7266",22.524
"7267",21.522
"7268",26.28
"7269",22.728
"7270",26.03
"7271",25.529
"7272",21.857
"7273",19.828
"7274",25.14
"7275",19.138
"7276",22.563
"7277",18.356
"7278",21.775
"7279",25.298
"7280",24.187
"7281",17.237
"7282",22.01
"7283",20.443
"7284",19.853
"7285",19.501
"7286",21.943
"7287",24.37
"7288",18.516
"7289",23.11
"7290",26.905
"7291",19.538
"7292",22.025
"7293",24.725
"7294",23.811
"7295",19.568
"7296",22.339
"7297",18.562
"7298",26.692
"7299",24.622
"7300",26.563
"7301",19.607
"7302",18.205
"7303",18.738
"7304",17.547
"7305",19.044
"7306",23.897
"7307",22.904
"7308",19.301
"7309",20.482
"7310",18.227
"7311",25.954
"7312",24.977
"7313",23.427
"7314",18.74
"7315",22.824
"7316",20.267
"7317",18.054
"7318",17.72
"7319",23.062
"7320",22.494
"7321",20.829
"7322",18.826
"7323",19.871
"7324",26.92
"7325",21.947
"7326",23.103
"7327",22.704
"7328",20.636
"7329",17.24
"7330",21.043
"7331",24.139
"7332",21.763
"7333",24.983
"7334",18.276
"7335",24.92
"7336",22.909
"7337",27.087
"7338",22.906
"7339",20.855
"7340",17.923
"7341",24.889
"7342",22.498
"7343",27.024
"7344",24.047
"7345",24.798
"7346",21.969
"7347",20.284
"7348",17.74
"7349",25.946
"7350",18.61
"7351",22.384
"7352",17.722
"7353",20.069
"7354",21.959
"7355",23.443
"7356",22.056
"7357",17.287
"7358",24.049
"7359",22.229
"7360",21.081
"7361",20.888
"7362",25.193
"7363",20.569
"7364",27.398
"7365",17.672
"7366",26.484
"7367",26.648
"7368",20.316
"7369",24.222
"7370",23.348
"7371",24.907
"7372",25.869
"7373",20.802
"7374",18.755
"7375",21.772
"7376",21.497
"7377",19.818
"7378",21.315
"7379",20.087
"7380",21.175
"7381",20.598
"7382",21.955
"7383",25.596
"7384",18.297
"7385",26.343
"7386",20.027
"7387",20.541
"7388",20.241
"7389",24.266
"7390",24.732
"7391",25.261
"7392",19.177
"7393",19.062
"7394",18.742
"7395",18.602
"7396",23.975
"7397",20.275
"7398",19.133
"7399",26.841
"7400",22.778
"7401",19.121
"7402",24.413
"7403",20.392
"7404",24.135
"7405",23.09
"7406",26.202
"7407",22.403
"7408",24.845
"7409",22.576
"7410",24.952
"7411",20.187
"7412",18.715
"7413",23.734
"7414",21.03
"7415",23.3
"7416",27.367
"7417",25.833
"7418",22.224
"7419",25.229
"7420",19.551
"7421",22.112
"7422",17.506
"7423",27.084
"7424",17.543
"7425",24.165
"7426",23.528
"7427",21.729
"7428",18.932
"7429",24.43
"7430",24.396
"7431",24.659
"7432",27.016
"7433",26.131
"7434",19.162
"7435",17.9
"7436",23.519
"7437",26.157
"7438",22.058
"7439",21.008
"7440",17.908
"7441",17.985
"7442",26.198
"7443",20.371
"7444",25.135
"7445",19.875
"7446",22.158
"7447",21.686
"7448",19.214
"7449",21.316
"7450",17.642
"7451",21.748
"7452",21.045
"7453",19.525
"7454",19.655
"7455",20.046
"7456",24.844
"7457",22.509
"7458",19.643
"7459",19.755
"7460",24.364
"7461",22.614
"7462",26.533
"7463",22.156
"7464",19.26
"7465",25.629
"7466",20.594
"7467",20.097
"7468",27.381
"7469",19.231
"7470",23.101
"7471",19.761
"7472",17.739
"7473",26.465
"7474",22.761
"7475",17.167
"7476",19.269
"7477",26.403
"7478",19.148
"7479",22.892
"7480",20.934
"7481",19.29
"7482",20.028
"7483",19.711
"7484",25.53
"7485",26.282
"7486",18.84
"7487",18.555
"7488",18.544
"7489",23.49
"7490",21.611
"7491",24.016
"7492",26.054
"7493",21.49
"7494",21.634
"7495",25.063
"7496",20.834
"7497",19.71
"7498",22.442
"7499",21.469
"7500",24.424
"7501",29.03
"7502",29.262
"7503",31.491
"7504",38.014
"7505",28.134
"7506",40.412
"7507",28.443
"7508",28.679
"7509",37.035
"7510",27.492
"7511",31.25
"7512",29.107
"7513",33.528
"7514",30.223
"7515",38.045
"7516",39.837
"7517",31.355
"7518",31.739
"7519",34.561
"7520",39.351
"7521",36.337
"7522",29.303
"7523",28.315
"7524",39.943
"7525",33.877
"7526",32.269
"7527",34.455
"7528",37.303
"7529",33.485
"7530",29.435
"7531",34.621
"7532",28.21
"7533",38.139
"7534",31.361
"7535",28.691
"7536",30.939
"7537",27.97
"7538",33.284
"7539",36.319
"7540",32.611
"7541",34.46
"7542",33.169
"7543",33.572
"7544",40.022
"7545",40
"7546",38.464
"7547",31.23
"7548",33.333
"7549",40.965
"7550",36.787
"7551",39.95
"7552",32.337
"7553",32.119
"7554",27.555
"7555",27.562
"7556",35.82
"7557",40.037
"7558",40.537
"7559",37.939
"7560",30.093
"7561",30.667
"7562",32.113
"7563",38.957
"7564",39.618
"7565",37.681
"7566",37.018
"7567",28.308
"7568",29.41
"7569",28.775
"7570",38.345
"7571",34.399
"7572",32.838
"7573",31.851
"7574",29.111
"7575",34.764
"7576",33.2
"7577",40.317
"7578",31.611
"7579",31.738
"7580",38.388
"7581",39.557
"7582",32.387
"7583",30.738
"7584",36.711
"7585",35.703
"7586",31.342
"7587",28.75
"7588",34.729
"7589",28.945
"7590",37.224
"7591",32.449
"7592",41.12
"7593",37.511
"7594",35.454
"7595",38.712
"7596",29.651
"7597",32.085
"7598",28.57
"7599",34.679
"7600",41.228
"7601",34.337
"7602",38.178
"7603",28.355
"7604",29.921
"7605",39.788
"7606",31.547
"7607",35.449
"7608",37.577
"7609",41.1
"7610",31.28
"7611",30.877
"7612",33.228
"7613",27.567
"7614",34.886
"7615",36.299
"7616",28.774
"7617",37.648
"7618",39.265
"7619",31.888
"7620",40.185
"7621",28.379
"7622",40.343
"7623",33.812
"7624",38.931
"7625",35.801
"7626",38.647
"7627",40.652
"7628",37.727
"7629",33.148
"7630",32.38
"7631",32.904
"7632",31.903
"7633",36.437
"7634",32.6
"7635",41.197
"7636",32.63
"7637",37.65
"7638",30.112
"7639",27.808
"7640",33.557
"7641",40.26
"7642",36.765
"7643",27.678
"7644",41.17
"7645",31.766
"7646",32.347
"7647",37.032
"7648",39.402
"7649",28.932
"7650",38.261
"7651",37.266
"7652",28.382
"7653",39.146
"7654",27.753
"7655",37.33
"7656",28.815
"7657",37.926
"7658",35.079
"7659",39.087
"7660",38.991
"7661",31.263
"7662",39.005
"7663",30.779
"7664",29.687
"7665",35.301
"7666",33.648
"7667",35.086
"7668",31.732
"7669",37.184
"7670",38.601
"7671",37.716
"7672",39.407
"7673",36.746
"7674",32.776
"7675",30.089
"7676",30.975
"7677",34.896
"7678",33.835
"7679",33.699
"7680",35.624
"7681",30.257
"7682",37.989
"7683",33.286
"7684",35.499
"7685",39.599
"7686",29.083
"7687",39.998
"7688",33.099
"7689",37.24
"7690",34.116
"7691",34.039
"7692",41.102
"7693",30.502
"7694",34.031
"7695",39.317
"7696",32.973
"7697",39.023
"7698",29.174
"7699",35.647
"7700",32.882
"7701",35.892
"7702",33.726
"7703",34.381
"7704",37.233
"7705",35.52
"7706",40.53
"7707",40.332
"7708",38.382
"7709",30.887
"7710",31.835
"7711",32.69
"7712",29.322
"7713",32.869
"7714",30.037
"7715",30.005
"7716",33.509
"7717",40.533
"7718",35.363
"7719",38.094
"7720",33.563
"7721",36.48
"7722",35.688
"7723",32.593
"7724",40.72
"7725",40.245
"7726",37.457
"7727",37.832
"7728",39.612
"7729",36.208
"7730",34.847
"7731",41.048
"7732",40.892
"7733",31.64
"7734",35.641
"7735",36.629
"7736",28.206
"7737",28.603
"7738",29.525
"7739",40.852
"7740",30.585
"7741",32.872
"7742",33.939
"7743",28.215
"7744",32.032
"7745",33.737
"7746",37.411
"7747",37.941
"7748",36
"7749",40.707
"7750",31.303
"7751",37.592
"7752",40.35
"7753",29.192
"7754",33.718
"7755",37.438
"7756",38.007
"7757",38.477
"7758",39.086
"7759",31.7
"7760",35.962
"7761",41.088
"7762",29.478
"7763",32.089
"7764",38.467
"7765",32.37
"7766",28.15
"7767",30.132
"7768",32.087
"7769",28.925
"7770",36.898
"7771",31.924
"7772",38.973
"7773",28.555
"7774",39.203
"7775",34.777
"7776",33.33
"7777",36.53
"7778",29.671
"7779",28.123
"7780",31.907
"7781",29.285
"7782",31.318
"7783",32.576
"7784",34.03
"7785",34.974
"7786",32.603
"7787",35.81
"7788",33.612
"7789",40.613
"7790",27.883
"7791",28.893
"7792",29.558
"7793",34.94
"7794",39
"7795",39.985
"7796",40.323
"7797",32.458
"7798",34.341
"7799",30.342
"7800",31.202
"7801",40.713
"7802",31.813
"7803",39.375
"7804",38.237
"7805",35.852
"7806",31.384
"7807",37.253
"7808",27.77
"7809",33.081
"7810",33.68
"7811",37.288
"7812",34.362
"7813",31.877
"7814",29.096
"7815",30.571
"7816",34.385
"7817",30.828
"7818",32.925
"7819",40.855
"7820",38.112
"7821",40.513
"7822",28.675
"7823",39.915
"7824",35.675
"7825",33.17
"7826",34.795
"7827",32.042
"7828",28.088
"7829",30.289
"7830",30.754
"7831",40.132
"7832",28.902
"7833",30.584
"7834",36.169
"7835",28.52
"7836",31.85
"7837",32.831
"7838",27.604
"7839",31.078
"7840",30.659
"7841",31.04
"7842",35.603
"7843",30.434
"7844",40.029
"7845",38.484
"7846",39.592
"7847",30.153
"7848",30.124
"7849",31.631
"7850",34.451
"7851",37.638
"7852",28.09
"7853",28.671
"7854",34.81
"7855",30.239
"7856",32.361
"7857",37.321
"7858",37.93
"7859",30.372
"7860",35.473
"7861",36.788
"7862",29.234
"7863",29.084
"7864",28.471
"7865",28.948
"7866",32.319
"7867",38.544
"7868",27.513
"7869",40.153
"7870",32.045
"7871",31.096
"7872",33.457
"7873",35.482
"7874",36.76
"7875",30.788
"7876",30.116
"7877",32.997
"7878",40.496
"7879",36.956
"7880",35.604
"7881",34.269
"7882",33.88
"7883",36.95
"7884",40.804
"7885",34.338
"7886",37.101
"7887",36.178
"7888",36.067
"7889",39.795
"7890",27.607
"7891",30.454
"7892",31.084
"7893",36.567
"7894",33.727
"7895",30.912
"7896",29.244
"7897",27.925
"7898",28.485
"7899",29.423
"7900",38.423
"7901",39.949
"7902",38.861
"7903",36.732
"7904",28.608
"7905",38.31
"7906",39.399
"7907",30.763
"7908",36.81
"7909",32.697
"7910",40.515
"7911",29.627
"7912",35.717
"7913",35.737
"7914",27.463
"7915",33.448
"7916",35.597
"7917",39.154
"7918",31.428
"7919",41.145
"7920",28.895
"7921",41.261
"7922",34.057
"7923",29.021
"7924",39.038
"7925",38.634
"7926",30.609
"7927",40.975
"7928",29.274
"7929",30.05
"7930",35.062
"7931",27.618
"7932",36.139
"7933",32.574
"7934",28.237
"7935",30.333
"7936",32.832
"7937",38.289
"7938",37.949
"7939",28.074
"7940",27.981
"7941",29.561
"7942",32.748
"7943",32.129
"7944",35.924
"7945",38.144
"7946",29.068
"7947",34.569
"7948",40.758
"7949",29.992
"7950",35.217
"7951",30.767
"7952",33.495
"7953",30.61
"7954",37.371
"7955",30.058
"7956",32.374
"7957",34.087
"7958",40.154
"7959",39.084
"7960",40.673
"7961",30.566
"7962",35.814
"7963",31.965
"7964",29.253
"7965",38.844
"7966",33.691
"7967",34.794
"7968",29.043
"7969",35.458
"7970",40.327
"7971",33.083
"7972",40.798
"7973",39.268
"7974",36.671
"7975",37.439
"7976",33.882
"7977",32.669
"7978",37.673
"7979",27.841
"7980",29.017
"7981",37.34
"7982",32.021
"7983",33.798
"7984",33.388
"7985",32.564
"7986",34.697
"7987",28.629
"7988",39.835
"7989",37.663
"7990",36.163
"7991",33.243
"7992",40.186
"7993",33.846
"7994",41.091
"7995",32.378
"7996",33.758
"7997",32.678
"7998",40.024
"7999",29.072
"8000",29.629
"8001",38.248
"8002",27.918
"8003",37.549
"8004",28.26
"8005",39.658
"8006",28.112
"8007",31.033
"8008",31.93
"8009",34.809
"8010",34.08
"8011",30.324
"8012",40.161
"8013",34.822
"8014",36.176
"8015",29.917
"8016",31.693
"8017",33.204
"8018",34.776
"8019",34.259
"8020",40.642
"8021",40.831
"8022",28.533
"8023",38.514
"8024",36.414
"8025",32.109
"8026",33.056
"8027",39.689
"8028",29.302
"8029",39.611
"8030",29.075
"8031",28.566
"8032",31.946
"8033",39.442
"8034",29.357
"8035",32.685
"8036",33.987
"8037",40.724
"8038",32.454
"8039",32.884
"8040",31.749
"8041",40.44
"8042",34.195
"8043",37.9
"8044",36.94
"8045",35.404
"8046",32.35
"8047",36.724
"8048",36.814
"8049",28.025
"8050",40.203
"8051",38.075
"8052",31.823
"8053",39.517
"8054",36.842
"8055",33.857
"8056",30.893
"8057",37.575
"8058",28.216
"8059",34.103
"8060",38.348
"8061",32.108
"8062",37.404
"8063",39.99
"8064",37.791
"8065",29.997
"8066",28.972
"8067",39.31
"8068",38.616
"8069",38.982
"8070",28.587
"8071",40.12
"8072",31.052
"8073",33.831
"8074",36.119
"8075",40.973
"8076",31.365
"8077",33.185
"8078",35.33
"8079",28.266
"8080",35.077
"8081",34.432
"8082",37.148
"8083",30.655
"8084",38.385
"8085",40.506
"8086",31.764
"8087",31.505
"8088",37.826
"8089",34.754
"8090",28.753
"8091",39.461
"8092",28.693
"8093",41.206
"8094",29.395
"8095",28.089
"8096",33.107
"8097",41.104
"8098",34.213
"8099",35.86
"8100",30.793
"8101",31.567
"8102",33.546
"8103",33.106
"8104",33.899
"8105",30.578
"8106",37.818
"8107",32.966
"8108",38.733
"8109",36.304
"8110",39.573
"8111",34.953
"8112",38.321
"8113",31.928
"8114",31.269
"8115",28.235
"8116",28.674
"8117",33.199
"8118",34.659
"8119",33.125
"8120",39.499
"8121",39.571
"8122",28.19
"8123",28.404
"8124",34.843
"8125",30.691
"8126",31.42
"8127",32.01
"8128",40.66
"8129",40.753
"8130",31.422
"8131",30.536
"8132",36.687
"8133",29.074
"8134",37.177
"8135",31.704
"8136",28.702
"8137",35.319
"8138",32.641
"8139",37.937
"8140",27.861
"8141",35.466
"8142",29.205
"8143",40.091
"8144",35.64
"8145",29.918
"8146",31.607
"8147",39.731
"8148",27.815
"8149",28.853
"8150",39.528
"8151",38.221
"8152",29.783
"8153",35.837
"8154",38.492
"8155",32.461
"8156",28.729
"8157",29.212
"8158",29.894
"8159",40.749
"8160",39.782
"8161",36.696
"8162",36.463
"8163",29.312
"8164",40.102
"8165",29.821
"8166",36.974
"8167",36.287
"8168",31.123
"8169",29.793
"8170",37.4
"8171",39.352
"8172",31.747
"8173",39.318
"8174",37.612
"8175",28.169
"8176",36.097
"8177",39.904
"8178",40.966
"8179",38.272
"8180",32.268
"8181",29.848
"8182",40.271
"8183",35.742
"8184",40.671
"8185",28.467
"8186",40.878
"8187",28.325
"8188",38.62
"8189",33.202
"8190",35.866
"8191",28.321
"8192",39.971
"8193",31.239
"8194",39.171
"8195",29.794
"8196",27.589
"8197",28.442
"8198",27.44
"8199",29.863
"8200",28.083
"8201",36.831
"8202",29.779
"8203",30.849
"8204",33.633
"8205",38.738
"8206",34.516
"8207",30.762
"8208",28.048
"8209",31.094
"8210",38.402
"8211",31.352
"8212",37.952
"8213",39.49
"8214",38.945
"8215",29.323
"8216",28.463
"8217",28.383
"8218",40.586
"8219",29.269
"8220",31.554
"8221",37.604
"8222",40.823
"8223",30.034
"8224",32.234
"8225",29.358
"8226",37.635
"8227",36.832
"8228",31.246
"8229",28.446
"8230",37.512
"8231",41.136
"8232",34.583
"8233",29.545
"8234",39.037
"8235",34.106
"8236",39.168
"8237",30.863
"8238",32.731
"8239",35.882
"8240",35.111
"8241",28.709
"8242",33.25
"8243",32.205
"8244",29.881
"8245",35.777
"8246",31.007
"8247",37.03
"8248",28.022
"8249",39.39
"8250",28.792
"8251",29.519
"8252",35.413
"8253",38.548
"8254",30.118
"8255",29.271
"8256",29.026
"8257",28.766
"8258",32.954
"8259",35.847
"8260",34.001
"8261",39.159
"8262",34.929
"8263",32.792
"8264",40.263
"8265",36.104
"8266",28.651
"8267",35.843
"8268",35.317
"8269",32.742
"8270",29.367
"8271",29.647
"8272",27.888
"8273",34.221
"8274",33.26
"8275",36.819
"8276",39.942
"8277",28.844
"8278",29.74
"8279",35.297
"8280",30.023
"8281",34.748
"8282",38.016
"8283",36.332
"8284",32.162
"8285",31.969
"8286",39.511
"8287",34.979
"8288",31.936
"8289",37.375
"8290",34.229
"8291",39.457
"8292",33.271
"8293",35.625
"8294",29.973
"8295",32.558
"8296",28.927
"8297",32.42
"8298",30.974
"8299",40.169
"8300",32.921
"8301",29.592
"8302",30.753
"8303",32.547
"8304",29.904
"8305",30.765
"8306",38.793
"8307",39.905
"8308",33.225
"8309",30.529
"8310",39.518
"8311",32.258
"8312",30.413
"8313",34.357
"8314",30.574
"8315",29.385
"8316",37.377
"8317",32.412
"8318",40.934
"8319",35.293
"8320",37.983
"8321",28.522
"8322",27.782
"8323",30.43
"8324",34.992
"8325",35.599
"8326",28.77
"8327",32.424
"8328",32.09
"8329",39.328
"8330",41.067
"8331",30.638
"8332",39.209
"8333",35.664
"8334",39.308
"8335",41.189
"8336",32.239
"8337",31.834
"8338",38.383
"8339",40.093
"8340",30.111
"8341",28.267
"8342",40.551
"8343",29.77
"8344",34.364
"8345",29.675
"8346",29.562
"8347",33.779
"8348",30.651
"8349",38.231
"8350",29.06
"8351",27.57
"8352",28.275
"8353",39.294
"8354",39.57
"8355",39.638
"8356",30.45
"8357",28.769
"8358",29.715
"8359",28.859
"8360",39.513
"8361",33.012
"8362",28.155
"8363",29.452
"8364",30.562
"8365",27.763
"8366",27.59
"8367",40.743
"8368",36.931
"8369",28.971
"8370",29.43
"8371",40.346
"8372",40.459
"8373",32.293
"8374",36.542
"8375",27.684
"8376",37.473
"8377",34.878
"8378",38.84
"8379",36.906
"8380",38.001
"8381",27.874
"8382",38.305
"8383",31.596
"8384",29.747
"8385",38.581
"8386",32.004
"8387",30.429
"8388",35.475
"8389",35.938
"8390",30.437
"8391",30.482
"8392",30.288
"8393",28.559
"8394",36.896
"8395",36.521
"8396",35.034
"8397",39.56
"8398",35.955
"8399",27.979
"8400",27.764
"8401",29.493
"8402",38.299
"8403",38.539
"8404",28.881
"8405",30.196
"8406",35.59
"8407",37.661
"8408",34.67
"8409",37.89
"8410",39.334
"8411",32.885
"8412",37.614
"8413",32.187
"8414",38.767
"8415",27.942
"8416",36.546
"8417",39.38
"8418",29.405
"8419",36.2
"8420",35.957
"8421",27.468
"8422",29.411
"8423",37.751
"8424",33.57
"8425",32.809
"8426",36.914
"8427",33.676
"8428",28.557
"8429",29.344
"8430",32.687
"8431",38.899
"8432",36.673
"8433",29.96
"8434",35.998
"8435",35.926
"8436",38.312
"8437",30.492
"8438",38.562
"8439",33.276
"8440",33.294
"8441",34.595
"8442",35.334
"8443",39.384
"8444",32.068
"8445",28.777
"8446",40.847
"8447",31.369
"8448",35.176
"8449",28.359
"8450",40.129
"8451",30.48
"8452",31.97
"8453",41.157
"8454",30.935
"8455",36.488
"8456",39.549
"8457",40.631
"8458",37.41
"8459",32.941
"8460",27.656
"8461",40.783
"8462",34.969
"8463",40.874
"8464",30.649
"8465",38.56
"8466",35.437
"8467",35.128
"8468",28.222
"8469",34.874
"8470",34.102
"8471",32.932
"8472",37.558
"8473",31.943
"8474",40.483
"8475",34.336
"8476",32.302
"8477",38.238
"8478",29.659
"8479",36.951
"8480",34.83
"8481",33.16
"8482",37.82
"8483",31.949
"8484",30.367
"8485",37.94
"8486",34.231
"8487",31.734
"8488",38.635
"8489",32.533
"8490",39.088
"8491",31.624
"8492",33.129
"8493",37.234
"8494",40.633
"8495",39.062
"8496",29.693
"8497",33.173
"8498",32.192
"8499",39.019
"8500",27.952
"8501",30.909
"8502",32.125
"8503",28.549
"8504",33.559
"8505",30.138
"8506",40.059
"8507",34.681
"8508",33.783
"8509",32.88
"8510",30.419
"8511",35.27
"8512",36.977
"8513",32.453
"8514",30.65
"8515",34.233
"8516",31.389
"8517",29.873
"8518",29.966
"8519",41.154
"8520",39.381
"8521",37.232
"8522",33.075
"8523",37.649
"8524",34.206
"8525",28.214
"8526",32.61
"8527",32.204
"8528",32.615
"8529",36.494
"8530",36.055
"8531",38.524
"8532",37.764
"8533",40.497
"8534",32.336
"8535",35.681
"8536",29.805
"8537",32.008
"8538",32.812
"8539",34.685
"8540",30.14
"8541",32.807
"8542",36.708
"8543",27.944
"8544",37.085
"8545",31.339
"8546",34.696
"8547",34.01
"8548",40.175
"8549",37.547
"8550",37.318
"8551",38.644
"8552",34.486
"8553",29.437
"8554",35.723
"8555",29.1
"8556",37.677
"8557",29.171
"8558",31.711
"8559",29.841
"8560",28.831
"8561",30.917
"8562",33.193
"8563",33.59
"8564",28.092
"8565",39.32
"8566",39.68
"8567",40.202
"8568",29.548
"8569",36.252
"8570",39.718
"8571",30.044
"8572",36.91
"8573",28.508
"8574",28.916
"8575",35.854
"8576",40.609
"8577",39.201
"8578",36.615
"8579",38.162
"8580",37.477
"8581",38.266
"8582",37.449
"8583",28.42
"8584",29.826
"8585",28.238
"8586",34.829
"8587",32.989
"8588",27.929
"8589",28.342
"8590",37.422
"8591",27.424
"8592",34.876
"8593",28.358
"8594",35.218
"8595",38.328
"8596",31.552
"8597",34.744
"8598",29.58
"8599",37.911
"8600",40.974
"8601",32.367
"8602",34.165
"8603",35.336
"8604",35.704
"8605",40.868
"8606",31.578
"8607",32.271
"8608",31.146
"8609",39.078
"8610",28.83
"8611",38.137
"8612",36.4
"8613",30.864
"8614",36.391
"8615",39.439
"8616",33.554
"8617",31.708
"8618",35.887
"8619",31.188
"8620",27.421
"8621",31.346
"8622",30.787
"8623",32.935
"8624",35.164
"8625",32.25
"8626",31.319
"8627",31.577
"8628",39.558
"8629",27.667
"8630",30.174
"8631",33.562
"8632",41.07
"8633",32.028
"8634",32.749
"8635",32.864
"8636",40.672
"8637",33.215
"8638",39.262
"8639",29.946
"8640",38.824
"8641",36.263
"8642",33.278
"8643",34.931
"8644",38.249
"8645",36.884
"8646",31.725
"8647",39.637
"8648",35.394
"8649",38.45
"8650",30.501
"8651",35.405
"8652",39.732
"8653",36.171
"8654",38.551
"8655",37.503
"8656",30.241
"8657",31.149
"8658",35.787
"8659",31.416
"8660",36.67
"8661",36.368
"8662",29.239
"8663",37.66
"8664",40.818
"8665",36.958
"8666",39.21
"8667",28.057
"8668",32.096
"8669",33.808
"8670",39.876
"8671",30.302
"8672",37.86
"8673",39.385
"8674",34.521
"8675",35.536
"8676",27.598
"8677",39.032
"8678",31.709
"8679",39.945
"8680",34.999
"8681",37.103
"8682",40.986
"8683",39.278
"8684",31.701
"8685",34.187
"8686",34.439
"8687",30.249
"8688",37.951
"8689",39.276
"8690",30.901
"8691",39.465
"8692",31.095
"8693",39.492
"8694",35.157
"8695",30.045
"8696",31.068
"8697",36.094
"8698",31.177
"8699",34.153
"8700",41.212
"8701",40.851
"8702",33.216
"8703",30.831
"8704",36.704
"8705",37.057
"8706",40.446
"8707",37.008
"8708",36.124
"8709",27.882
"8710",29.97
"8711",40.564
"8712",33.312
"8713",28.119
"8714",33.097
"8715",30.048
"8716",28.307
"8717",33.474
"8718",33.488
"8719",40.033
"8720",35.076
"8721",40.136
"8722",39.387
"8723",38.017
"8724",37.363
"8725",28.499
"8726",30.769
"8727",31.799
"8728",30.231
"8729",28.897
"8730",35.098
"8731",39.117
"8732",29.103
"8733",34.543
"8734",33.078
"8735",39.536
"8736",29.596
"8737",36.961
"8738",30.977
"8739",34.946
"8740",40.885
"8741",28.115
"8742",34.121
"8743",38.668
"8744",28.87
"8745",34.176
"8746",39.505
"8747",33.63
"8748",30.908
"8749",35.201
"8750",40.397
"8751",30.134
"8752",27.704
"8753",33.182
"8754",33.932
"8755",40.255
"8756",39.02
"8757",29.537
"8758",34.64
"8759",34.507
"8760",27.472
"8761",33.212
"8762",31.919
"8763",33.371
"8764",34.072
"8765",35.978
"8766",32.623
"8767",39.129
"8768",36.942
"8769",35.093
"8770",33.479
"8771",38.389
"8772",35.967
"8773",37.357
"8774",32.895
"8775",30.979
"8776",33.769
"8777",34.248
"8778",27.98
"8779",32.704
"8780",35.568
"8781",39.187
"8782",38.679
"8783",27.507
"8784",35.212
"8785",33.896
"8786",34.306
"8787",35.141
"8788",38.116
"8789",30.524
"8790",33.499
"8791",35.589
"8792",30.417
"8793",35.004
"8794",38.833
"8795",31.273
"8796",37.469
"8797",38.966
"8798",29.146
"8799",36.12
"8800",33.517
"8801",33.986
"8802",36.885
"8803",30.922
"8804",28.85
"8805",34.197
"8806",30.122
"8807",34.003
"8808",39.254
"8809",37.104
"8810",34.77
"8811",29.575
"8812",38.642
"8813",35.059
"8814",30.194
"8815",27.405
"8816",40.628
"8817",30.801
"8818",29.173
"8819",36.151
"8820",33.227
"8821",33.491
"8822",32.715
"8823",41.09
"8824",29.534
"8825",28.92
"8826",40.702
"8827",40.738
"8828",38.636
"8829",31.46
"8830",29.515
"8831",33.368
"8832",38.976
"8833",35.94
"8834",36.621
"8835",40.806
"8836",35.342
"8837",37.069
"8838",40.504
"8839",30.356
"8840",41.034
"8841",34.93
"8842",39.51
"8843",39.906
"8844",34.286
"8845",36.579
"8846",28.795
"8847",37.258
"8848",28.95
"8849",32.601
"8850",37.019
"8851",39.693
"8852",33.956
"8853",30.595
"8854",33.898
"8855",31.953
"8856",35.445
"8857",29.249
"8858",34.986
"8859",39.937
"8860",38.792
"8861",30.936
"8862",35.663
"8863",34.587
"8864",38.168
"8865",31.137
"8866",36.727
"8867",34.303
"8868",36.583
"8869",30.681
